movieId,title,genres,year,imdbId,tmdbId,count,avgRating,img,g_(no genres listed),g_Action,g_Adventure,g_Animation,g_Children,g_Comedy,g_Crime,g_Documentary,g_Drama,g_Fantasy,g_Film-Noir,g_Horror,g_IMAX,g_Musical,g_Mystery,g_Romance,g_Sci-Fi,g_Thriller,g_War,g_Western,time_adjusted_rating
18,Four Rooms,Comedy,1995.0,113101,5.0,5374.0,3.38,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.3075357689366267
19,Ace Ventura: When Nature Calls,Comedy,1995.0,112281,9273.0,21552.0,2.64,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0468878932243542
20,Money Train,Action|Comedy|Crime|Drama|Thriller,1995.0,113845,11517.0,3840.0,2.87,,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.7423271309689617
21,Get Shorty,Comedy|Crime|Thriller,1995.0,113161,8012.0,22277.0,3.57,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8364341931151354
22,Copycat,Crime|Drama|Horror|Mystery|Thriller,1995.0,112722,1710.0,9237.0,3.32,,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0.8251336341738497
23,Assassins,Action|Crime|Thriller,1995.0,112401,9691.0,4108.0,3.15,,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8772207096303596
24,Powder,Drama|Sci-Fi,1995.0,114168,12665.0,7450.0,3.19,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0.970295756958643
25,Leaving Las Vegas,Drama|Romance,1995.0,113627,451.0,20070.0,3.68,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.920939307718914
26,Othello,Drama,1995.0,114057,16420.0,2549.0,3.61,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7524330426460668
27,Now and Then,Children|Drama,1995.0,114011,9263.0,1577.0,3.4,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9616333701634084
28,Persuasion,Drama|Romance,1995.0,114117,17015.0,2950.0,4.03,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0900915209600992
29,"City of Lost Children, The (Cité des enfants perdus, La)",Adventure|Drama|Fantasy|Mystery|Sci-Fi,1995.0,112682,902.0,8305.0,3.94,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1.6128064993551787
30,Shanghai Triad (Yao a yao yao dao waipo qiao),Crime|Drama,1995.0,115012,37557.0,1166.0,3.64,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6781212933002295
31,Dangerous Minds,Drama,1995.0,112792,9909.0,9106.0,3.24,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0468676689111716
32,Twelve Monkeys (a.k.a. 12 Monkeys),Mystery|Sci-Fi|Thriller,1995.0,114746,63.0,47054.0,3.91,https://image.tmdb.org/t/p/w500/gt3iyguaCIw8DpQZI1LIN5TohM2.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.5734016966295383
33,Wings of Courage,Adventure|Romance|IMAX,1995.0,114952,78802.0,65.0,3.02,,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.9285692250685316
34,Babe,Children|Drama,1995.0,112431,9598.0,31456.0,3.6,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0564409729611657
35,Carrington,Drama|Romance,1995.0,112637,47018.0,1352.0,3.48,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.5599434023714119
36,Dead Man Walking,Crime|Drama,1995.0,112818,687.0,19388.0,3.92,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9663348041651538
37,Across the Sea of Time,Documentary|IMAX,1995.0,112286,139405.0,75.0,2.99,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0.845547520366208
38,It Takes Two,Children|Comedy,1995.0,113442,33689.0,631.0,2.87,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1432533031150824
39,Clueless,Comedy|Romance,1995.0,112697,9603.0,26230.0,3.42,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.1226363302911526
40,"Cry, the Beloved Country",Drama,1995.0,112749,34615.0,797.0,3.63,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5998667703251448
41,Richard III,Drama|War,1995.0,114279,31174.0,4266.0,3.84,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0.7456371224619163
42,Dead Presidents,Action|Crime|Drama,1995.0,112819,11443.0,2300.0,3.05,,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.768976861279945
43,Restoration,Drama,1995.0,114272,35196.0,2308.0,3.45,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6087081642611094
44,Mortal Kombat,Action|Adventure|Fantasy,1995.0,113855,9312.0,10629.0,2.65,,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9257377422433068
45,To Die For,Comedy|Drama|Thriller,1995.0,114681,577.0,8267.0,3.38,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.8099613379662753
46,How to Make an American Quilt,Drama|Romance,1995.0,113347,11861.0,2889.0,3.26,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.6002122579494923
47,Seven (a.k.a. Se7en),Mystery|Thriller,1995.0,114369,807.0,50596.0,4.08,https://image.tmdb.org/t/p/w500/191nKfP0ehp3uIvWqgPbFmI4lv9.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1.9551881524635777
48,Pocahontas,Animation|Children|Drama|Musical|Romance,1995.0,114148,10530.0,13461.0,2.98,,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1.1619845845052834
49,When Night Is Falling,Drama|Romance,1995.0,114916,8391.0,228.0,3.52,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.3092598479826307
50,The Usual Suspects,Crime|Mystery|Thriller,1995.0,114814,629.0,55366.0,4.28,https://image.tmdb.org/t/p/w500/99X2SgyFunJFXGAYnDv3sb9pnUD.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2.0662326859664306
51,Guardian Angel,Action|Drama|Thriller,1994.0,109950,117164.0,28.0,2.61,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.8096850213100357
52,Mighty Aphrodite,Comedy|Drama|Romance,1995.0,113819,11448.0,8543.0,3.53,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7433163205812581
53,Lamerica,Adventure|Drama,1994.0,110299,49133.0,137.0,3.65,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0032332114866722
54,The Big Green,Children|Comedy,1995.0,112499,26441.0,919.0,2.84,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6727618834775227
55,Georgia,Drama,1995.0,113158,97406.0,851.0,3.22,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.498001535162632
56,Kids of the Round Table,Adventure|Children|Comedy|Fantasy,1995.0,113541,124057.0,65.0,1.92,,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5376752937785119
57,Home for the Holidays,Drama,1995.0,113321,9089.0,2236.0,3.32,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6050083156020897
58,"Postman, The (Postino, Il)",Comedy|Drama|Romance,1994.0,110877,11010.0,10483.0,3.97,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9686068900342004
59,"Confessional, The (Confessionnal, Le)",Drama|Mystery,1995.0,112714,99040.0,181.0,3.56,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.8630903082884125
60,The Indian in the Cupboard,Adventure|Children|Fantasy,1995.0,113419,11359.0,5960.0,3.1,,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9238119602522178
61,Eye for an Eye,Drama|Thriller,1996.0,116260,17182.0,2088.0,3.32,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5394180637097769
62,Mr. Holland's Opus,Drama,1995.0,113862,2054.0,18242.0,3.72,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8833153838564378
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood,Comedy|Crime,1996.0,116126,10607.0,2336.0,3.08,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.082447417364775
64,Two if by Sea,Comedy|Romance,1996.0,118002,19760.0,1884.0,2.81,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.4066250622726325
65,Bio-Dome,Comedy,1996.0,115683,9536.0,4663.0,2.37,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7672795630831657
66,Lawnmower Man 2: Beyond Cyberspace,Action|Sci-Fi|Thriller,1996.0,116839,11525.0,2215.0,2.14,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.3940566161221319
67,Two Bits,Drama,1995.0,114753,40628.0,163.0,3.3,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5395904681645741
68,French Twist (Gazon maudit),Comedy|Romance,1995.0,113149,4482.0,1124.0,3.43,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5929261478139916
69,Friday,Comedy,1995.0,113118,10634.0,4278.0,3.56,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.427501198334127
70,From Dusk Till Dawn,Action|Comedy|Horror|Thriller,1996.0,116367,755.0,14118.0,3.33,,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1.5517071138469931
71,Fair Game,Action,1995.0,113010,11859.0,1202.0,2.35,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4759371427973341
72,Kicking and Screaming,Comedy|Drama,1995.0,113537,28387.0,1179.0,3.49,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.1332108381774983
73,"Misérables, Les",Drama|War,1995.0,113828,48750.0,2699.0,3.8,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.111150662881388
74,Bed of Roses,Drama|Romance,1996.0,115644,20927.0,3235.0,3.29,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.557711543181801
75,Big Bully,Comedy|Drama,1996.0,115676,36929.0,526.0,2.43,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4651638993565293
76,Screamers,Action|Sci-Fi|Thriller,1995.0,114367,9102.0,3235.0,3.01,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.7296736753684793
77,Nico Icon,Documentary,1995.0,113973,124626.0,211.0,3.4,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.8159786515018497
78,The Crossing Guard,Action|Crime|Drama|Thriller,1995.0,112744,27526.0,1129.0,3.15,,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0.6456392308504294
79,The Juror,Drama|Thriller,1996.0,116731,9623.0,5061.0,3.12,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5166979364178773
80,"White Balloon, The (Badkonake sefid)",Children|Drama,1995.0,112445,46785.0,515.0,3.75,,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9297590786496732
81,Things to Do in Denver When You're Dead,Crime|Drama|Romance,1995.0,114660,400.0,3007.0,3.25,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0.7239680364723734
82,Antonia's Line (Antonia),Comedy|Drama,1995.0,112379,880.0,2288.0,3.99,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.8036208635921559
83,Once Upon a Time... When We Were Colored,Drama|Romance,1995.0,114039,146599.0,537.0,3.64,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.5351425473572768
84,Last Summer in the Hamptons,Comedy|Drama,1995.0,113612,188588.0,141.0,3.36,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7499772467322402
85,Angels and Insects,Drama|Romance,1995.0,112365,8447.0,2441.0,3.53,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.6691155842084194
86,White Squall,Action|Adventure|Drama,1996.0,118158,10534.0,3921.0,3.48,,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6841719902622851
87,Dunston Checks In,Children|Comedy,1996.0,116151,17414.0,938.0,2.35,,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6974616564005871
88,Black Sheep,Comedy,1996.0,115697,13997.0,4730.0,3.11,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0627419197857044
89,Nick of Time,Action|Thriller,1995.0,113972,2086.0,3095.0,3.13,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.8304554844990262
90,The Journey of August King,Drama,1995.0,113490,61548.0,201.0,3.33,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5941696504472177
92,Mary Reilly,Drama|Horror|Thriller,1996.0,117002,9095.0,2114.0,2.85,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0.5396348868688854
93,Vampire in Brooklyn,Comedy|Horror|Romance,1995.0,114825,12158.0,1936.0,2.49,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0.5909788339221971
94,Beautiful Girls,Comedy|Drama|Romance,1996.0,115639,9283.0,3760.0,3.53,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.8683663091192784
95,Broken Arrow,Action|Adventure|Thriller,1996.0,115759,9208.0,20642.0,3.08,,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7259954893904808
96,In the Bleak Midwinter,Comedy|Drama,1995.0,113403,40154.0,444.0,3.7,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.5934721819165844
97,"Hate (Haine, La)",Crime|Drama,1995.0,113247,406.0,2615.0,3.99,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.2695646516913595
98,Shopping,Action|Thriller,1994.0,111173,45549.0,83.0,2.6,https://image.tmdb.org/t/p/w500/jiIQO8UWyvVkdJEujb6VWKUBzaz.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.9358566546626428
99,Heidi Fleiss: Hollywood Madam,Documentary,1995.0,113283,63076.0,668.0,3.1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5574244415590807
100,City Hall,Drama|Thriller,1996.0,115907,11062.0,3770.0,3.22,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.5074735692853638
101,Bottle Rocket,Adventure|Comedy|Crime|Romance,1996.0,115734,13685.0,4438.0,3.77,,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1.6850850072240982
102,Mr. Wrong,Comedy,1996.0,117102,47475.0,1841.0,2.41,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3488838858326778
103,Unforgettable,Mystery|Sci-Fi|Thriller,1996.0,118040,2045.0,1046.0,3.26,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0.5094217593758675
104,Happy Gilmore,Comedy,1996.0,116483,9614.0,19190.0,3.39,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.4047073753229609
105,The Bridges of Madison County,Drama|Romance,1995.0,112579,688.0,9006.0,3.33,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.9073794964962644
106,Nobody Loves Me (Keiner liebt mich),Comedy|Drama,1994.0,110251,11907.0,125.0,3.44,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.93653809631575
107,Muppet Treasure Island,Adventure|Children|Comedy|Musical,1996.0,117110,10874.0,6015.0,3.22,,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0635172979102157
108,Catwalk,Documentary,1996.0,112646,89333.0,115.0,3.07,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3310320752383507
109,Headless Body in Topless Bar,Comedy|Drama|Thriller,1995.0,113276,96357.0,16.0,2.06,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0.4157022483466271
110,Braveheart,Action|Drama|War,1995.0,112573,197.0,59184.0,4.0,https://image.tmdb.org/t/p/w500/or1gBugydmjToAEq7OZY0owwFk.jpg,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1.6765369440772675
111,Taxi Driver,Crime|Drama|Thriller,1976.0,75314,103.0,29133.0,4.08,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1.966526129991049
112,Rumble in the Bronx (Hont faan kui),Action|Adventure|Comedy|Crime,1995.0,113326,33542.0,10958.0,3.41,,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7751263066713812
113,Before and After,Drama|Mystery,1996.0,115645,43566.0,990.0,3.1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0.5114992701357237
114,Margaret's Museum,Drama,1995.0,113774,71754.0,230.0,3.59,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.9170993980370942
115,"Happiness Is in the Field (Bonheur est dans le pré, Le)",Comedy,1995.0,112556,43612.0,43.0,3.53,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7421173325568668
116,Anne Frank Remembered,Documentary,1995.0,112373,51352.0,875.0,3.91,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7602329731388731
117,The Young Poisoner's Handbook,Crime|Drama,1995.0,115033,16934.0,1142.0,3.57,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7808385915018594
118,If Lucy Fell,Comedy|Romance,1996.0,116606,10324.0,1030.0,2.99,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5198216046654904
119,"Steal Big, Steal Little",Comedy,1995.0,114536,78406.0,246.0,2.73,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4101860785556027
120,Race the Sun,Adventure|Comedy|Drama,1996.0,117427,55731.0,142.0,2.84,,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6610906226480355
121,The Boys of St. Vincent,Drama,1992.0,106473,32119.0,764.0,3.75,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7515768690607707
122,Boomerang,Comedy|Romance,1992.0,103859,11066.0,3588.0,2.86,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5658045053136037
123,Chungking Express (Chung Hing sam lam),Drama|Mystery|Romance,1994.0,109424,11104.0,2607.0,3.99,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1.90295191232573
124,"Star Maker, The (Uomo delle stelle, L')",Drama,1995.0,114808,37975.0,298.0,3.5,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6393776829548019
125,Flirting With Disaster,Comedy,1996.0,116324,2074.0,3231.0,3.74,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.941934907112332
126,The NeverEnding Story III,Adventure|Children|Fantasy,1994.0,110647,27793.0,1329.0,2.32,,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6744772260619161
127,"Silences of the Palace, The (Saimt el Qusur)",Drama,1994.0,111055,44284.0,41.0,3.11,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0602797817738456
128,Jupiter's Wife,Documentary,1994.0,110217,290157.0,71.0,3.49,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.0041217863034368
129,Pie in the Sky,Comedy|Romance,1996.0,114131,110972.0,172.0,3.14,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6323948947407956
130,Angela,Drama,1995.0,112364,32622.0,42.0,3.23,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.6371500592404824
131,Frankie Starlight,Drama|Romance,1995.0,113107,73067.0,169.0,3.31,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.5978400851347666
132,Jade,Thriller,1995.0,113451,11863.0,1925.0,2.78,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.4457846101419606
133,Nueba Yol,Comedy|Drama,1995.0,114015,55475.0,20.0,2.6,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.556710248979625
134,Sonic Outlaws,Documentary,1995.0,114500,124636.0,31.0,3.45,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1.1264404980183549
135,Down Periscope,Comedy,1996.0,116130,9101.0,5932.0,3.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7969042006271287
136,From the Journals of Jean Seberg,Documentary,1995.0,113125,123360.0,90.0,3.63,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9033692965885204
137,Man of the Year,Documentary,1995.0,113756,5757.0,206.0,3.25,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.4938698004918729
138,The Neon Bible,Drama,1995.0,113952,39428.0,123.0,3.23,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.515851748998283
139,Target,Action|Drama,1995.0,114618,124639.0,36.0,3.11,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.4793680136670011
140,Up Close and Personal,Drama|Romance,1996.0,118055,9302.0,4553.0,3.29,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.4803921229200611
141,The Birdcage,Comedy,1996.0,115685,11000.0,20757.0,3.51,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8869731615689064
142,Shadows (Cienie),Drama,1988.0,94878,525153.0,37.0,3.01,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2184138327046954
143,Gospa,Drama,1995.0,113200,249882.0,14.0,1.93,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.6033508070988042
144,The Brothers McMullen,Comedy,1995.0,112585,16388.0,4097.0,3.46,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6633746020031701
145,Bad Boys,Action|Comedy|Crime|Drama|Thriller,1995.0,112442,9737.0,12796.0,3.28,,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1.3930488256493374
